Grupo Descuento/Recargo;Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;Sexo;Nº Descuentos
EDAD MAYOR;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;38
EDAD MAYOR;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;2
EDAD MAYOR;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;63
EDAD MAYOR;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;FEMENINO;98
EDAD MAYOR;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;2
EDAD MAYOR;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;FEMENINO;6
EDAD MAYOR;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;6
EDAD MAYOR;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;50
EDAD MAYOR;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;243
EDAD MAYOR;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;3
EDAD MAYOR;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;16
EDAD MAYOR;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;2
EDAD MAYOR;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;191
EDAD MAYOR;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;114
EDAD MAYOR;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;6
EDAD MAYOR;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;1
EDAD MAYOR;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;151
EDAD MAYOR;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;442
EDAD MAYOR;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;7
EDAD MAYOR;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;30
EDAD MAYOR;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;65
EDAD MAYOR;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;61
EDAD MAYOR;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;1
EDAD MAYOR;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;5
EDAD MAYOR;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
EDAD MAYOR;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;30
EDAD MAYOR;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;100
EDAD MAYOR;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;2
EDAD MAYOR;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;17
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;1
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;124
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;52
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;6
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;2
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;139
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;432
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;7
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;30
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;SERVICIOS DE MEDICINA;MASCULINO;9
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;SERVICIOS DE MEDICINA;FEMENINO;26
EDAD MAYOR;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;SERVICIOS DE MEDICINA;FEMENINO;1
EDAD MAYOR;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;MASCULINO;120
EDAD MAYOR;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;FEMENINO;70
EDAD MAYOR;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;MASCULINO;12
EDAD MAYOR;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;FEMENINO;12
EDAD MAYOR;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;83
EDAD MAYOR;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;253
EDAD MAYOR;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;7
EDAD MAYOR;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;42
EDAD MAYOR;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ABONO DEPORTE MADRID;MASCULINO;101
EDAD MAYOR;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ABONO DEPORTE MADRID;FEMENINO;16
EDAD MAYOR;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ABONO DEPORTE MADRID;MASCULINO;3
EDAD MAYOR;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ABONO DEPORTE MADRID;FEMENINO;2
EDAD MAYOR;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
EDAD MAYOR;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;35
EDAD MAYOR;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;84
EDAD MAYOR;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;4
EDAD MAYOR;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;8
EDAD MAYOR;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;MASCULINO;156
EDAD MAYOR;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;FEMENINO;129
EDAD MAYOR;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;MASCULINO;7
EDAD MAYOR;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;FEMENINO;7
EDAD MAYOR;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;243
EDAD MAYOR;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;684
EDAD MAYOR;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;3
EDAD MAYOR;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;18
EDAD MAYOR;2017.02 FEBRERO;ALUCHE;LATINA                                            ;SERVICIOS DE MEDICINA;MASCULINO;15
EDAD MAYOR;2017.02 FEBRERO;ALUCHE;LATINA                                            ;SERVICIOS DE MEDICINA;FEMENINO;14
EDAD MAYOR;2017.02 FEBRERO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;MASCULINO;1
EDAD MAYOR;2017.02 FEBRERO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;MASCULINO;191
EDAD MAYOR;2017.02 FEBRERO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;FEMENINO;178
EDAD MAYOR;2017.02 FEBRERO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;MASCULINO;5
EDAD MAYOR;2017.02 FEBRERO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;FEMENINO;5
EDAD MAYOR;2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;93
EDAD MAYOR;2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;386
EDAD MAYOR;2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
EDAD MAYOR;2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;12
EDAD MAYOR;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;MASCULINO;142
EDAD MAYOR;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;FEMENINO;119
EDAD MAYOR;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;MASCULINO;13
EDAD MAYOR;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;FEMENINO;14
EDAD MAYOR;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;95
EDAD MAYOR;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;232
EDAD MAYOR;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;9
EDAD MAYOR;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;34
EDAD MAYOR;2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;MASCULINO;34
EDAD MAYOR;2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;FEMENINO;20
EDAD MAYOR;2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;MASCULINO;2
EDAD MAYOR;2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;FEMENINO;1
EDAD MAYOR;2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;70
EDAD MAYOR;2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;168
EDAD MAYOR;2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;2
EDAD MAYOR;2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;4
EDAD MAYOR;2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;MASCULINO;6
EDAD MAYOR;2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;FEMENINO;6
EDAD MAYOR;2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;21
EDAD MAYOR;2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;134
EDAD MAYOR;2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;2
EDAD MAYOR;2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;21
EDAD MAYOR;2017.02 FEBRERO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;MASCULINO;62
EDAD MAYOR;2017.02 FEBRERO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;FEMENINO;48
EDAD MAYOR;2017.02 FEBRERO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;MASCULINO;5
EDAD MAYOR;2017.02 FEBRERO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;FEMENINO;4
EDAD MAYOR;2017.02 FEBRERO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;50
