Grupo Descuento/Recargo;Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;Sexo;Nº Descuentos
PERSONA CON DISCAPACIDAD;2017.05. MAYO;GALLUR;LATINA                                            ;USO LIBRE;MASCULINO;5
PERSONA CON DISCAPACIDAD;2017.05. MAYO;GALLUR;LATINA                                            ;USO LIBRE;FEMENINO;11
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;12
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;8
PERSONA CON DISCAPACIDAD;2017.05. MAYO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.05. MAYO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;10
PERSONA CON DISCAPACIDAD;2017.05. MAYO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;2
PERSONA CON DISCAPACIDAD;2017.05. MAYO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;7
PERSONA CON DISCAPACIDAD;2017.05. MAYO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;USO LIBRE;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.05. MAYO;FRANCOS RODRÍGUEZ;MONCLOA-ARAVACA                                   ;USO LIBRE;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.05. MAYO;JOSÉ MARÍA CAGIGAL;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;5
PERSONA CON DISCAPACIDAD;2017.05. MAYO;JOSÉ MARÍA CAGIGAL;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;11
PERSONA CON DISCAPACIDAD;2017.05. MAYO;JOSÉ MARÍA CAGIGAL;MONCLOA-ARAVACA                                   ;SERVICIOS DE MEDICINA;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.05. MAYO;JOSÉ MARÍA CAGIGAL;MONCLOA-ARAVACA                                   ;USO LIBRE;MASCULINO;5
PERSONA CON DISCAPACIDAD;2017.05. MAYO;JOSÉ MARÍA CAGIGAL;MONCLOA-ARAVACA                                   ;USO LIBRE;FEMENINO;10
PERSONA CON DISCAPACIDAD;2017.05. MAYO;LA BOMBILLA;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;3
PERSONA CON DISCAPACIDAD;2017.05. MAYO;TENIS CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;2
PERSONA CON DISCAPACIDAD;2017.05. MAYO;LA ELIPA;MORATALAZ                                         ;USO LIBRE;MASCULINO;1
PERSONA CON DISCAPACIDAD;2017.05. MAYO;LA ELIPA;MORATALAZ                                         ;USO LIBRE;MASCULINO;3
PERSONA CON DISCAPACIDAD;2017.05. MAYO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;41
PERSONA CON DISCAPACIDAD;2017.05. MAYO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;57
PERSONA CON DISCAPACIDAD;2017.05. MAYO;MORATALAZ;MORATALAZ                                         ;USO LIBRE;MASCULINO;9
PERSONA CON DISCAPACIDAD;2017.05. MAYO;MORATALAZ;MORATALAZ                                         ;USO LIBRE;FEMENINO;5
PERSONA CON DISCAPACIDAD;2017.05. MAYO;MORATALAZ;MORATALAZ                                         ;USO LIBRE;MASCULINO;58
PERSONA CON DISCAPACIDAD;2017.05. MAYO;MORATALAZ;MORATALAZ                                         ;USO LIBRE;FEMENINO;24
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ALBERTO GARCÍA;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;4
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ALBERTO GARCÍA;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;18
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ALBERTO GARCÍA;PUENTE DE VALLECAS                                ;USO LIBRE;MASCULINO;20
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ALBERTO GARCÍA;PUENTE DE VALLECAS                                ;USO LIBRE;FEMENINO;26
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ALBERTO GARCÍA;PUENTE DE VALLECAS                                ;USO LIBRE;MASCULINO;7
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ENTREVÍAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;8
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ENTREVÍAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;16
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ENTREVÍAS;PUENTE DE VALLECAS                                ;USO LIBRE;MASCULINO;2
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ENTREVÍAS;PUENTE DE VALLECAS                                ;USO LIBRE;FEMENINO;5
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ENTREVÍAS;PUENTE DE VALLECAS                                ;USO LIBRE;MASCULINO;2
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;12
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;23
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PALOMERAS;PUENTE DE VALLECAS                                ;SERVICIOS DE MEDICINA;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PALOMERAS;PUENTE DE VALLECAS                                ;USO LIBRE;MASCULINO;14
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PALOMERAS;PUENTE DE VALLECAS                                ;USO LIBRE;FEMENINO;4
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;12
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;25
PERSONA CON DISCAPACIDAD;2017.05. MAYO;VALLECAS;PUENTE DE VALLECAS                                ;USO LIBRE;MASCULINO;8
PERSONA CON DISCAPACIDAD;2017.05. MAYO;VALLECAS;PUENTE DE VALLECAS                                ;USO LIBRE;FEMENINO;3
PERSONA CON DISCAPACIDAD;2017.05. MAYO;DAOÍZ Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;13
PERSONA CON DISCAPACIDAD;2017.05. MAYO;DAOÍZ Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;43
PERSONA CON DISCAPACIDAD;2017.05. MAYO;DAOÍZ Y VELARDE;RETIRO                                            ;USO LIBRE;FEMENINO;2
PERSONA CON DISCAPACIDAD;2017.05. MAYO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;13
PERSONA CON DISCAPACIDAD;2017.05. MAYO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;28
PERSONA CON DISCAPACIDAD;2017.05. MAYO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;USO LIBRE;MASCULINO;2
PERSONA CON DISCAPACIDAD;2017.05. MAYO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;USO LIBRE;FEMENINO;9
PERSONA CON DISCAPACIDAD;2017.05. MAYO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;14
PERSONA CON DISCAPACIDAD;2017.05. MAYO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;3
PERSONA CON DISCAPACIDAD;2017.05. MAYO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;MASCULINO;13
PERSONA CON DISCAPACIDAD;2017.05. MAYO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;FEMENINO;9
PERSONA CON DISCAPACIDAD;2017.05. MAYO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;MASCULINO;1
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PLAYA VICTORIA;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;15
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PLAYA VICTORIA;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;22
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.05. MAYO;TRIÁNGULO DE ORO;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;14
PERSONA CON DISCAPACIDAD;2017.05. MAYO;TRIÁNGULO DE ORO;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;36
PERSONA CON DISCAPACIDAD;2017.05. MAYO;TRIÁNGULO DE ORO;TETUAN                                            ;USO LIBRE;MASCULINO;29
PERSONA CON DISCAPACIDAD;2017.05. MAYO;TRIÁNGULO DE ORO;TETUAN                                            ;USO LIBRE;FEMENINO;2
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;3
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ORCASITAS;USERA                                             ;USO LIBRE;MASCULINO;20
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ORCASITAS;USERA                                             ;USO LIBRE;FEMENINO;6
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ORCASITAS;USERA                                             ;USO LIBRE;MASCULINO;35
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ORCASITAS;USERA                                             ;USO LIBRE;FEMENINO;11
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ORCASUR;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;14
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ORCASUR;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;36
PERSONA CON DISCAPACIDAD;2017.05. MAYO;ORCASUR;USERA                                             ;USO LIBRE;MASCULINO;1
PERSONA CON DISCAPACIDAD;2017.05. MAYO;SAN FERMÍN;USERA                                             ;USO LIBRE;MASCULINO;26
PERSONA CON DISCAPACIDAD;2017.05. MAYO;SAN FERMÍN;USERA                                             ;USO LIBRE;FEMENINO;15
PERSONA CON DISCAPACIDAD;2017.05. MAYO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;17
PERSONA CON DISCAPACIDAD;2017.05. MAYO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;20
PERSONA CON DISCAPACIDAD;2017.05. MAYO;VICÁLVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;16
PERSONA CON DISCAPACIDAD;2017.05. MAYO;VICÁLVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;17
PERSONA CON DISCAPACIDAD;2017.05. MAYO;VICÁLVARO;VICALVARO                                         ;USO LIBRE;FEMENINO;4
PERSONA CON DISCAPACIDAD;2017.05. MAYO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;13
PERSONA CON DISCAPACIDAD;2017.05. MAYO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;23
PERSONA CON DISCAPACIDAD;2017.05. MAYO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;USO LIBRE;MASCULINO;3
PERSONA CON DISCAPACIDAD;2017.05. MAYO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;USO LIBRE;MASCULINO;16
PERSONA CON DISCAPACIDAD;2017.05. MAYO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;USO LIBRE;FEMENINO;4
PERSONA CON DISCAPACIDAD;2017.05. MAYO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;24
PERSONA CON DISCAPACIDAD;2017.05. MAYO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;32
PERSONA CON DISCAPACIDAD;2017.05. MAYO;FÉLIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
PERSONA CON DISCAPACIDAD;2017.05. MAYO;FÉLIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;4
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;6
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;19
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;USO LIBRE;MASCULINO;118
PERSONA CON DISCAPACIDAD;2017.05. MAYO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;USO LIBRE;FEMENINO;156
PERSONA CON DISCAPACIDAD;2017.05. MAYO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;9
PERSONA CON DISCAPACIDAD;2017.05. MAYO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;11
PERSONA CON DISCAPACIDAD;2017.05. MAYO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;USO LIBRE;MASCULINO;1
PERSONA CON DISCAPACIDAD;2017.05. MAYO;SAN CRISTÓBAL;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;2
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;2
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;16
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;37
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;10
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;29
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;MASCULINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;FEMENINO;3
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;MASCULINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;PEÑUELAS;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;3
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;5
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;BARAJAS;BARAJAS                                           ;USO LIBRE;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;9
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;18
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA MINA;CARABANCHEL                                       ;USO LIBRE;MASCULINO;4
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA MINA;CARABANCHEL                                       ;USO LIBRE;FEMENINO;5
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;4
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;4
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;PRADILLO;CHAMARTIN                                         ;SERVICIOS DE MEDICINA;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;13
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;22
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;CONCEPCIÓN;CIUDAD LINEAL                                     ;USO LIBRE;MASCULINO;20
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;CONCEPCIÓN;CIUDAD LINEAL                                     ;USO LIBRE;FEMENINO;17
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;18
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;44
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;5
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;10
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;MASCULINO;2
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;20
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;42
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA MASÓ;FUENCARRAL-ELPARDO                                ;USO LIBRE;MASCULINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA MASÓ;FUENCARRAL-ELPARDO                                ;USO LIBRE;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA MASÓ;FUENCARRAL-ELPARDO                                ;USO LIBRE;MASCULINO;12
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA MASÓ;FUENCARRAL-ELPARDO                                ;USO LIBRE;FEMENINO;2
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;4
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;4
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;USO LIBRE;FEMENINO;2
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;USO LIBRE;MASCULINO;2
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;USO LIBRE;FEMENINO;2
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;SANTA ANA;FUENCARRAL-ELPARDO                                ;USO LIBRE;MASCULINO;388
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;SANTA ANA;FUENCARRAL-ELPARDO                                ;USO LIBRE;FEMENINO;269
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;4
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;8
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;MASCULINO;44
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;FEMENINO;53
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;MASCULINO;57
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;FEMENINO;19
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;33
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;31
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;HORTALEZA;HORTALEZA                                         ;USO LIBRE;MASCULINO;4
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;HORTALEZA;HORTALEZA                                         ;USO LIBRE;FEMENINO;2
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;HORTALEZA;HORTALEZA                                         ;USO LIBRE;MASCULINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;HORTALEZA;HORTALEZA                                         ;USO LIBRE;FEMENINO;9
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LUIS ARAGONÉS;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;2
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LUIS ARAGONÉS;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;3
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LUIS ARAGONÉS;HORTALEZA                                         ;USO LIBRE;MASCULINO;11
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;LUIS ARAGONÉS;HORTALEZA                                         ;USO LIBRE;FEMENINO;7
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;14
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;20
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;ALUCHE;LATINA                                            ;USO LIBRE;MASCULINO;6
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;ALUCHE;LATINA                                            ;USO LIBRE;FEMENINO;4
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;26
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;52
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;GALLUR;LATINA                                            ;USO LIBRE;MASCULINO;9
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;GALLUR;LATINA                                            ;USO LIBRE;FEMENINO;9
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;GALLUR;LATINA                                            ;USO LIBRE;MASCULINO;5
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;GALLUR;LATINA                                            ;USO LIBRE;FEMENINO;4
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;5
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;7
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;USO LIBRE;MASCULINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;USO LIBRE;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;MASCULINO;18
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;USO LIBRE;FEMENINO;10
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;1
PERSONA CON DISCAPACIDAD;2017.06. JUNIO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
